State,District,Year,Crop,Season,Area,Production,Yield,Annual_Rainfall,Fertilizer
,,2002 - 2003,Arhar/Tur,Kharif,11894.0,4364.0,0.37,1000,50
,,2002 - 2003,Bajra,Kharif,555.0,223.0,0.4,1000,50
,,2002 - 2003,Barley,Rabi,5405.0,3231.0,0.6,1000,50
,,2002 - 2003,Gram,Rabi,65345.0,66456.0,1.02,1000,50
,,2002 - 2003,Groundnut,Kharif,3.0,1.0,0.33,1000,50
,,2002 - 2003,Jowar,Kharif,15887.0,10929.0,0.69,1000,50
,,2002 - 2003,Linseed,Rabi,17232.0,4081.0,0.24,1000,50
,,2002 - 2003,Maize,Kharif,1109.0,1369.0,1.23,1000,50
,,2002 - 2003,Other Rabi pulses,Rabi,23132.0,7063.0,0.31,1000,50
,,2002 - 2003,Other Kharif pulses,Kharif,11603.0,3962.0,0.34,1000,50
,,2002 - 2003,Rapeseed &Mustard,Rabi,2695.0,874.0,0.32,1000,50
,,2002 - 2003,Rice,Kharif,140685.0,96251.0,0.68,1000,50
,,2002 - 2003,Soyabean,Kharif,13300.0,5260.0,0.4,1000,50
,,2002 - 2003,Wheat,Rabi,167877.0,193002.0,1.15,1000,50
,,2002 - 2003,Castor seed,Kharif,24.0,10.0,0.42,1000,50
,,2002 - 2003,Sesamum,Kharif,2422.0,417.0,0.17,1000,50
,,2002 - 2003,Small millets,Kharif,9010.0,2518.0,0.28,1000,50
,,2002 - 2003,Ginger,Kharif,30.0,30.0,1.0,1000,50
,,2003 - 2004,Arhar/Tur,Kharif,12096.0,5740.0,0.47,1000,50
,,2003 - 2004,Bajra,Kharif,732.0,389.0,0.53,1000,50
,,2003 - 2004,Barley,Rabi,5586.0,3203.0,0.57,1000,50
,,2003 - 2004,Gram,Rabi,64873.0,68765.0,1.06,1000,50
,,2003 - 2004,Groundnut,Kharif,4.0,3.0,0.75,1000,50
,,2003 - 2004,Jowar,Kharif,15804.0,10693.0,0.68,1000,50
,,2003 - 2004,Linseed,Rabi,16471.0,4065.0,0.25,1000,50
,,2003 - 2004,Maize,Kharif,1118.0,1193.0,1.07,1000,50
,,2003 - 2004,Other Rabi pulses,Rabi,25204.0,9303.0,0.37,1000,50
,,2003 - 2004,Other Kharif pulses,Kharif,12265.0,3416.0,0.28,1000,50
,,2003 - 2004,Rapeseed &Mustard,Rabi,2710.0,824.0,0.3,1000,50
,,2003 - 2004,Rice,Kharif,147133.0,138215.0,0.94,1000,50
,,2003 - 2004,Soyabean,Kharif,13800.0,8192.0,0.59,1000,50
,,2003 - 2004,Urad,Kharif,9499.0,2747.0,0.29,1000,50
,,2003 - 2004,Wheat,Rabi,170452.0,204449.0,1.2,1000,50
,,2003 - 2004,Castor seed,Kharif,17.0,6.0,0.35,1000,50
,,2003 - 2004,Sesamum,Kharif,2298.0,499.0,0.22,1000,50
,,2003 - 2004,Small millets,Kharif,6940.0,2156.0,0.31,1000,50
,,2003 - 2004,Ginger,Kharif,24.0,24.0,1.0,1000,50
,,2003 - 2004,Sunflower,Kharif,10.0,3.0,0.3,1000,50
,,2004 - 2005,Arhar/Tur,Kharif,13180.0,7157.0,0.54,1000,50
,,2004 - 2005,Bajra,Kharif,662.0,354.0,0.53,1000,50
,,2004 - 2005,Barley,Rabi,5474.0,2952.0,0.54,1000,50
,,2004 - 2005,Gram,Rabi,65761.0,64117.0,0.98,1000,50
,,2004 - 2005,Jowar,Kharif,16560.0,14083.0,0.85,1000,50
,,2004 - 2005,Linseed,Rabi,15647.0,3974.0,0.25,1000,50
,,2004 - 2005,Maize,Kharif,1106.0,890.0,0.8,1000,50
,,2004 - 2005,Masoor,Rabi,23341.0,8436.0,0.36,1000,50
,,2004 - 2005,Rapeseed &Mustard,Rabi,2852.0,881.0,0.31,1000,50
,,2004 - 2005,Rice,Kharif,141563.0,89532.0,0.63,1000,50
,,2004 - 2005,Soyabean,Kharif,15524.0,8275.0,0.53,1000,50
,,2004 - 2005,Urad,Kharif,10178.0,3679.0,0.36,1000,50
,,2004 - 2005,Wheat,Rabi,167601.0,181075.0,1.08,1000,50
,,2004 - 2005,Castor seed,Kharif,16.0,9.0,0.56,1000,50
,,2004 - 2005,Niger seed,Kharif,1.0,,0.0,1000,50
,,2004 - 2005,Sesamum,Kharif,2258.0,538.0,0.24,1000,50
,,2004 - 2005,Small millets,Kharif,6619.0,2267.0,0.34,1000,50
,,2004 - 2005,Ginger,Kharif,15.0,18.0,1.2,1000,50
,,2004 - 2005,Sunflower,Kharif,2.0,1.0,0.5,1000,50
,,2005 - 2006,Arhar/Tur,Kharif,13293.0,6345.0,0.48,1000,50
,,2005 - 2006,Bajra,Kharif,1110.0,545.0,0.49,1000,50
,,2005 - 2006,Barley,Rabi,5278.0,2715.0,0.51,1000,50
,,2005 - 2006,Gram,Rabi,63010.0,53432.0,0.85,1000,50
,,2005 - 2006,Jowar,Kharif,15981.0,10615.0,0.66,1000,50
,,2005 - 2006,Linseed,Rabi,15271.0,3326.0,0.22,1000,50
,,2005 - 2006,Maize,Kharif,908.0,748.0,0.82,1000,50
,,2005 - 2006,Masoor,Rabi,24735.0,8404.0,0.34,1000,50
,,2005 - 2006,Moong(Green Gram),Kharif,3036.0,1098.0,0.36,1000,50
,,2005 - 2006,Peas & beans (Pulses),Rabi,636.0,310.0,0.49,1000,50
,,2005 - 2006,Rapeseed &Mustard,Rabi,2693.0,1127.0,0.42,1000,50
,,2005 - 2006,Rice,Kharif,143320.0,138116.0,0.96,1000,50
,,2005 - 2006,Soyabean,Kharif,16163.0,11022.0,0.68,1000,50
,,2005 - 2006,Urad,Kharif,10302.0,3723.0,0.36,1000,50
,,2005 - 2006,Wheat,Rabi,169490.0,173439.0,1.02,1000,50
,,2005 - 2006,Castor seed,Kharif,14.0,5.0,0.36,1000,50
,,2005 - 2006,Niger seed,Kharif,9.0,1.0,0.11,1000,50
,,2005 - 2006,Sesamum,Kharif,2174.0,490.0,0.23,1000,50
,,2005 - 2006,Small millets,Kharif,19.0,5.0,0.26,1000,50
,,2005 - 2006,Sunflower,Kharif,1.0,,0.0,1000,50
,,2006 - 2007,Arhar/Tur,Kharif,13702.0,5239.0,0.38,1000,50
,,2006 - 2007,Bajra,Kharif,958.0,334.0,0.35,1000,50
,,2006 - 2007,Gram,Rabi,58901.0,44706.0,0.76,1000,50
,,2006 - 2007,Groundnut,Kharif,1.0,,0.0,1000,50
,,2006 - 2007,Jowar,Kharif,16251.0,10054.0,0.62,1000,50
,,2006 - 2007,Linseed,Rabi,13836.0,3081.0,0.22,1000,50
,,2006 - 2007,Maize,Kharif,1164.0,634.0,0.54,1000,50
,,2006 - 2007,Masoor,Rabi,24363.0,7397.0,0.3,1000,50
,,2006 - 2007,Moong(Green Gram),Kharif,2955.0,961.0,0.33,1000,50
,,2006 - 2007,Other Rabi pulses,Rabi,4.0,1.0,0.25,1000,50
,,2006 - 2007,Other Kharif pulses,Kharif,2.0,1.0,0.5,1000,50
,,2006 - 2007,Peas & beans (Pulses),Rabi,712.0,288.0,0.4,1000,50
,,2006 - 2007,Rapeseed &Mustard,Rabi,2478.0,886.0,0.36,1000,50
,,2006 - 2007,Rice,Kharif,137689.0,89171.0,0.65,1000,50
,,2006 - 2007,Soyabean,Kharif,19396.0,11755.0,0.61,1000,50
,,2006 - 2007,Urad,Kharif,10360.0,4119.0,0.4,1000,50
,,2006 - 2007,Wheat,Rabi,155553.0,133058.0,0.86,1000,50
,,2006 - 2007,Castor seed,Kharif,7.0,4.0,0.57,1000,50
,,2006 - 2007,Jute,Kharif,96.0,,,1000,50
,,2006 - 2007,Niger seed,Kharif,8.0,1.0,0.13,1000,50
,,2006 - 2007,Small millets,Kharif,4601.0,1581.0,0.34,1000,50
,,2006 - 2007,Mesta,Kharif,129.0,,,1000,50
,,2006 - 2007,Ginger,Kharif,59.0,67.0,1.14,1000,50
,,2006 - 2007,Khesari,Rabi,1746.0,705.0,0.4,1000,50
,,2007 - 2008,Arhar/Tur,Kharif,13406.0,5742.0,0.43,1000,50
,,2007 - 2008,Bajra,Kharif,1306.0,554.0,0.42,1000,50
,,2007 - 2008,Barley,Rabi,4751.0,2247.0,0.47,1000,50
,,2007 - 2008,Gram,Rabi,57130.0,47646.0,0.83,1000,50
,,2007 - 2008,Jowar,Kharif,16098.0,12087.0,0.75,1000,50
,,2007 - 2008,Linseed,Rabi,13100.0,2651.0,0.2,1000,50
,,2007 - 2008,Maize,Kharif,1148.0,712.0,0.62,1000,50
,,2007 - 2008,Masoor,Rabi,24861.0,7368.0,0.3,1000,50
,,2007 - 2008,Peas & beans (Pulses),Rabi,772.0,320.0,0.41,1000,50
,,2007 - 2008,Rapeseed &Mustard,Rabi,2513.0,819.0,0.33,1000,50
,,2007 - 2008,Rice,Kharif,131607.0,68954.0,0.52,1000,50
,,2007 - 2008,Sannhamp,Kharif,98.0,34.0,0.35,1000,50
,,2007 - 2008,Soyabean,Kharif,22666.0,12423.0,0.55,1000,50
,,2007 - 2008,Urad,Kharif,10976.0,3809.0,0.35,1000,50
,,2007 - 2008,Wheat,Rabi,146954.0,99275.0,0.68,1000,50
,,2007 - 2008,Niger seed,Kharif,13.0,1.0,0.08,1000,50
,,2007 - 2008,Khesari,Rabi,1669.0,574.0,0.34,1000,50
,,2008 - 2009,Arhar/Tur,Kharif,13827.0,7943.0,0.57,1000,50
,,2008 - 2009,Bajra,Kharif,998.0,558.0,0.56,1000,50
,,2008 - 2009,Barley,Rabi,5156.0,3311.0,0.64,1000,50
,,2008 - 2009,Gram,Rabi,58917.0,56914.0,0.97,1000,50
,,2008 - 2009,Groundnut,Kharif,1.0,,0.0,1000,50
,,2008 - 2009,Jowar,Kharif,15444.0,12737.0,0.82,1000,50
,,2008 - 2009,Linseed,Rabi,13097.0,4120.0,0.31,1000,50
,,2008 - 2009,Maize,Kharif,977.0,826.0,0.85,1000,50
,,2008 - 2009,Masoor,Rabi,25111.0,9439.0,0.38,1000,50
,,2008 - 2009,Peas & beans (Pulses),Rabi,725.0,398.0,0.55,1000,50
,,2008 - 2009,Rapeseed &Mustard,Rabi,2767.0,1346.0,0.49,1000,50
,,2008 - 2009,Rice,Kharif,136926.0,133680.0,0.98,1000,50
,,2008 - 2009,Sannhamp,Kharif,104.0,39.0,0.38,1000,50
,,2008 - 2009,Soyabean,Kharif,24529.0,15946.0,0.65,1000,50
,,2008 - 2009,Urad,Kharif,10369.0,4047.0,0.39,1000,50
,,2008 - 2009,Wheat,Rabi,155656.0,165338.0,1.06,1000,50
,,2008 - 2009,Castor seed,Kharif,4.0,1.0,0.25,1000,50
,,2008 - 2009,Niger seed,Kharif,11.0,1.0,0.09,1000,50
,,2008 - 2009,Khesari,Rabi,1910.0,938.0,0.49,1000,50
,,2009 - 2010,Jowar,Kharif,15954.0,13397.0,0.84,1000,50
,,2009 - 2010,Moong(Green Gram),Kharif,3295.0,794.0,0.24,1000,50
,,2009 - 2010,Moong(Green Gram),Rabi,1.0,1.0,1.0,1000,50
,,2009 - 2010,Urad,Kharif,11654.0,3791.0,0.33,1000,50
,,2009 - 2010,Small millets,Kharif,2811.0,971.0,0.35,1000,50
,,2009 - 2010,Cowpea(Lobia),Kharif,1.0,,0.0,1000,50
,,2009 - 2010,Cowpea(Lobia),Rabi,9.0,3.0,0.33,1000,50
,,2010 - 2011,Arhar/Tur,Kharif,53563.0,5981.0,0.11,1000,50
,,2010 - 2011,Bajra,Kharif,566.0,318.0,0.56,1000,50
,,2010 - 2011,Barley,Rabi,4608.0,2638.0,0.57,1000,50
,,2010 - 2011,Gram,Rabi,51543.0,40719.0,0.79,1000,50
,,2010 - 2011,Groundnut,Kharif,1.0,2.0,2.0,1000,50
,,2010 - 2011,Jowar,Kharif,17893.0,18299.0,1.02,1000,50
,,2010 - 2011,Linseed,Rabi,11534.0,2925.0,0.25,1000,50
,,2010 - 2011,Maize,Kharif,1161.0,837.0,0.72,1000,50
,,2010 - 2011,Masoor,Rabi,52456.0,6446.0,0.12,1000,50
,,2010 - 2011,Moong(Green Gram),Kharif,3727.0,1123.0,0.3,1000,50
,,2010 - 2011,Peas & beans (Pulses),Rabi,824.0,258.0,0.31,1000,50
,,2010 - 2011,Rapeseed &Mustard,Rabi,3063.0,1147.0,0.37,1000,50
,,2010 - 2011,Rice,Kharif,102073.0,67453.0,0.66,1000,50
,,2010 - 2011,Soyabean,Kharif,29746.0,20516.0,0.69,1000,50
,,2010 - 2011,Urad,Kharif,10891.0,3937.0,0.36,1000,50
,,2010 - 2011,Wheat,Rabi,134395.0,111301.0,0.83,1000,50
,,2010 - 2011,Niger seed,Kharif,15.0,2.0,0.13,1000,50
,,2010 - 2011,Small millets,Kharif,1774.0,916.0,0.52,1000,50
,,2010 - 2011,Khesari,Rabi,3919.0,1244.0,0.32,1000,50
,,2010 - 2011,Cowpea(Lobia),Kharif,5.0,1.0,0.2,1000,50
,,2010 - 2011,Cowpea(Lobia),Rabi,9.0,2.0,0.22,1000,50
,,2011 - 2012,Arhar/Tur,Kharif,38174.0,15362.0,0.4,1000,50
,,2011 - 2012,Bajra,Kharif,469.0,245.0,0.52,1000,50
,,2011 - 2012,Barley,Kharif,4790.0,3256.0,0.68,1000,50
,,2011 - 2012,Gram,Rabi,50136.0,65146.0,1.3,1000,50
,,2011 - 2012,Jowar,Kharif,15870.0,13811.0,0.87,1000,50
,,2011 - 2012,Linseed,Rabi,11288.0,3605.0,0.32,1000,50
,,2011 - 2012,Maize,Kharif,714.0,434.0,0.61,1000,50
,,2011 - 2012,Masoor,Rabi,41601.0,8862.0,0.21,1000,50
,,2011 - 2012,Moong(Green Gram),Kharif,4275.0,830.0,0.19,1000,50
,,2011 - 2012,Other Rabi pulses,Rabi,10.0,2.0,0.2,1000,50
,,2011 - 2012,Other Kharif pulses,Kharif,10.0,2.0,0.2,1000,50
,,2011 - 2012,Peas & beans (Pulses),Rabi,967.0,331.0,0.34,1000,50
,,2011 - 2012,Rapeseed &Mustard,Rabi,3370.0,1466.0,0.44,1000,50
,,2011 - 2012,Rice,Kharif,116322.0,142916.0,1.23,1000,50
,,2011 - 2012,Sannhamp,Kharif,41.0,56.0,1.37,1000,50
,,2011 - 2012,Soyabean,Kharif,35463.0,18242.0,0.51,1000,50
,,2011 - 2012,Urad,Kharif,11422.0,3055.0,0.27,1000,50
,,2011 - 2012,Wheat,Rabi,151795.0,297386.0,1.96,1000,50
,,2011 - 2012,Niger seed,Kharif,13.0,1.0,0.08,1000,50
,,2011 - 2012,Horse-gram,Kharif,3.0,1.0,0.33,1000,50
,,2011 - 2012,Small millets,Kharif,1882.0,705.0,0.37,1000,50
,,2011 - 2012,Mesta,Kharif,68.0,,,1000,50
,,2011 - 2012,Khesari,Rabi,2933.0,1268.0,0.43,1000,50
,,2012 - 2013,Arhar/Tur,Kharif,34164.0,7867.0,0.23,1000,50
,,2012 - 2013,Bajra,Kharif,122.0,45.0,0.37,1000,50
,,2012 - 2013,Barley,Kharif,4888.0,3211.0,0.66,1000,50
,,2012 - 2013,Gram,Rabi,49110.0,70614.0,1.44,1000,50
,,2012 - 2013,Groundnut,Kharif,10.0,7.0,0.7,1000,50
,,2012 - 2013,Jowar,Kharif,14072.0,14354.0,1.02,1000,50
,,2012 - 2013,Linseed,Rabi,10904.0,3021.0,0.28,1000,50
,,2012 - 2013,Maize,Kharif,1173.0,922.0,0.79,1000,50
,,2012 - 2013,Masoor,Rabi,37633.0,10791.0,0.29,1000,50
,,2012 - 2013,Moong(Green Gram),Kharif,3687.0,717.0,0.19,1000,50
,,2012 - 2013,Moong(Green Gram),Rabi,20.0,7.0,0.35,1000,50
,,2012 - 2013,Other Rabi pulses,Rabi,10.0,3.0,0.3,1000,50
,,2012 - 2013,Other Kharif pulses,Kharif,1.0,,0.0,1000,50
,,2012 - 2013,Peas & beans (Pulses),Rabi,802.0,355.0,0.44,1000,50
,,2012 - 2013,Rapeseed &Mustard,Rabi,3923.0,1797.0,0.46,1000,50
,,2012 - 2013,Rice,Kharif,123510.0,199651.0,1.62,1000,50
,,2012 - 2013,Sannhamp,Kharif,35.0,56.0,1.6,1000,50
,,2012 - 2013,Soyabean,Kharif,36008.0,21001.0,0.58,1000,50
,,2012 - 2013,Urad,Kharif,11802.0,2736.0,0.23,1000,50
,,2012 - 2013,Wheat,Rabi,156877.0,383745.0,2.45,1000,50
,,2012 - 2013,Niger seed,Kharif,11.0,1.0,0.09,1000,50
,,2012 - 2013,Small millets,Kharif,1342.0,351.0,0.26,1000,50
,,2012 - 2013,Mesta,Kharif,56.0,,,1000,50
,,2012 - 2013,Khesari,Rabi,2680.0,1459.0,0.54,1000,50
,,2013 - 2014,Arhar/Tur,Kharif,32884.0,15326.0,0.47,1000,50
,,2013 - 2014,Bajra,Kharif,292.0,121.0,0.41,1000,50
,,2013 - 2014,Barley,Kharif,4652.0,5100.0,1.1,1000,50
,,2013 - 2014,Gram,Rabi,59876.0,30879.0,0.52,1000,50
,,2013 - 2014,Groundnut,Kharif,3.0,4.0,1.33,1000,50
,,2013 - 2014,Jowar,Kharif,12330.0,7278.0,0.59,1000,50
,,2013 - 2014,Linseed,Rabi,9933.0,3339.0,0.34,1000,50
,,2013 - 2014,Maize,Kharif,1141.0,1111.0,0.97,1000,50
,,2013 - 2014,Masoor,Rabi,35112.0,15568.0,0.44,1000,50
,,2013 - 2014,Moong(Green Gram),Kharif,3668.0,1142.0,0.31,1000,50
,,2013 - 2014,Moong(Green Gram),Rabi,14.0,8.0,0.57,1000,50
,,2013 - 2014,Other Rabi pulses,Rabi,8.0,4.0,0.5,1000,50
,,2013 - 2014,Other Kharif pulses,Kharif,3.0,1.0,0.33,1000,50
,,2013 - 2014,Peas & beans (Pulses),Rabi,757.0,451.0,0.6,1000,50
,,2013 - 2014,Rapeseed &Mustard,Rabi,4916.0,2319.0,0.47,1000,50
,,2013 - 2014,Rice,Kharif,119623.0,214112.0,1.79,1000,50
,,2013 - 2014,Sannhamp,Kharif,27.0,55.0,2.04,1000,50
,,2013 - 2014,Soyabean,Kharif,49973.0,47003.0,0.94,1000,50
,,2013 - 2014,Urad,Kharif,10864.0,4948.0,0.46,1000,50
,,2013 - 2014,Wheat,Rabi,154211.0,318562.0,2.07,1000,50
,,2013 - 2014,Niger seed,Kharif,14.0,3.0,0.21,1000,50
,,2013 - 2014,Small millets,Kharif,1033.0,471.0,0.46,1000,50
,,2013 - 2014,Mesta,Kharif,42.0,,,1000,50
,,2013 - 2014,Khesari,Rabi,2372.0,905.0,0.38,1000,50
,,2014 - 2015,Arhar/Tur,Kharif,35000.0,34000.0,0.97,1000,50
,,2014 - 2015,Bajra,Kharif,2000.0,3000.0,1.5,1000,50
,,2014 - 2015,Barley,Kharif,2000.0,3000.0,1.5,1000,50
,,2014 - 2015,Gram,Rabi,51000.0,39000.0,0.76,1000,50
,,2014 - 2015,Jowar,Kharif,19000.0,18000.0,0.95,1000,50
,,2014 - 2015,Linseed,Rabi,7000.0,3000.0,0.43,1000,50
,,2014 - 2015,Maize,Kharif,7000.0,12000.0,1.71,1000,50
,,2014 - 2015,Masoor,Rabi,40000.0,28000.0,0.7,1000,50
,,2014 - 2015,Moong(Green Gram),Kharif,6000.0,2000.0,0.33,1000,50
,,2014 - 2015,Rapeseed &Mustard,Rabi,7000.0,4000.0,0.57,1000,50
,,2014 - 2015,Rice,Kharif,136000.0,246000.0,1.81,1000,50
,,2014 - 2015,Soyabean,Kharif,71000.0,72000.0,1.01,1000,50
,,2014 - 2015,Urad,Kharif,13000.0,5000.0,0.38,1000,50
,,2014 - 2015,Wheat,Rabi,199000.0,683000.0,3.43,1000,50
,,2014 - 2015,Small millets,Kharif,6000.0,3000.0,0.5,1000,50
,,2015 - 2016,Arhar/Tur,Kharif,37000.0,17000.0,0.46,1000,50
,,2015 - 2016,Bajra,Kharif,2000.0,2000.0,1.0,1000,50
,,2015 - 2016,Barley,Kharif,4000.0,14000.0,3.5,1000,50
,,2015 - 2016,Gram,Rabi,64000.0,64000.0,1.0,1000,50
,,2015 - 2016,Jowar,Kharif,14000.0,9000.0,0.64,1000,50
,,2015 - 2016,Linseed,Rabi,14000.0,7000.0,0.5,1000,50
,,2015 - 2016,Maize,Kharif,2000.0,3000.0,1.5,1000,50
,,2015 - 2016,Masoor,Rabi,36000.0,39000.0,1.08,1000,50
,,2015 - 2016,Moong(Green Gram),Kharif,6000.0,1000.0,0.17,1000,50
,,2015 - 2016,Peas & beans (Pulses),Rabi,2000.0,1000.0,0.5,1000,50
,,2015 - 2016,Rapeseed &Mustard,Rabi,16000.0,10000.0,0.63,1000,50
,,2015 - 2016,Rice,Kharif,121000.0,118660.0,0.98,1000,50
,,2015 - 2016,Soyabean,Kharif,54000.0,38000.0,0.7,1000,50
,,2015 - 2016,Urad,Kharif,16000.0,7000.0,0.44,1000,50
,,2015 - 2016,Wheat,Rabi,189000.0,398000.0,2.11,1000,50
,,2015 - 2016,Jute,Kharif,1000.0,,,1000,50
,,2015 - 2016,Small millets,Kharif,2000.0,1000.0,0.5,1000,50
,,2016 - 2017,Arhar/Tur,Kharif,41000.0,56000.0,1.37,1000,50
,,2016 - 2017,Barley,Kharif,4000.0,14000.0,3.5,1000,50
,,2016 - 2017,Gram,Rabi,65000.0,98000.0,1.51,1000,50
,,2016 - 2017,Jowar,Kharif,22000.0,29000.0,1.32,1000,50
,,2016 - 2017,Linseed,Rabi,10000.0,6000.0,0.6,1000,50
,,2016 - 2017,Maize,Kharif,4000.0,6000.0,1.5,1000,50
,,2016 - 2017,Masoor,Rabi,34000.0,34000.0,1.0,1000,50
,,2016 - 2017,Moong(Green Gram),Kharif,21000.0,10000.0,0.48,1000,50
,,2016 - 2017,Rapeseed &Mustard,Rabi,14000.0,11000.0,0.79,1000,50
,,2016 - 2017,Rice,Kharif,126000.0,352000.0,2.79,1000,50
,,2016 - 2017,Soyabean,Kharif,48000.0,41000.0,0.85,1000,50
,,2016 - 2017,Urad,Kharif,19000.0,12000.0,0.63,1000,50
,,2016 - 2017,Wheat,Rabi,195000.0,560000.0,2.87,1000,50
,,2016 - 2017,Jute,Kharif,1000.0,,,1000,50
,,2016 - 2017,Small millets,Kharif,1000.0,1000.0,1.0,1000,50
,,2016 - 2017,Mesta,Kharif,20.0,,,1000,50
,,2016 - 2017,Other Cereals,Kharif,1000.0,1000.0,1.0,1000,50
,,2016 - 2017,Safflower,Rabi,170.0,180.0,1.06,1000,50
,,2017 - 2018,Arhar/Tur,Kharif,32900.0,22600.0,0.69,1000,50
,,2017 - 2018,Bajra,Kharif,8000.0,13240.0,1.66,1000,50
,,2017 - 2018,Barley,Kharif,5020.0,6710.0,1.34,1000,50
,,2017 - 2018,Gram,Rabi,54300.0,74660.0,1.37,1000,50
,,2017 - 2018,Jowar,Kharif,26120.0,58980.0,2.26,1000,50
,,2017 - 2018,Linseed,Rabi,17380.0,6270.0,0.36,1000,50
,,2017 - 2018,Maize,Kharif,2180.0,1820.0,0.83,1000,50
,,2017 - 2018,Masoor,Rabi,24130.0,26230.0,1.09,1000,50
,,2017 - 2018,Moong(Green Gram),Kharif,9960.0,5520.0,0.55,1000,50
,,2017 - 2018,Other Rabi pulses,Rabi,2780.0,2090.0,0.75,1000,50
,,2017 - 2018,Peas & beans (Pulses),Rabi,1080.0,1430.0,1.32,1000,50
,,2017 - 2018,Rapeseed &Mustard,Rabi,14510.0,13510.0,0.93,1000,50
,,2017 - 2018,Rice,Kharif,121300.0,625900.0,5.16,1000,50
,,2017 - 2018,Soyabean,Kharif,42500.0,38850.0,0.91,1000,50
,,2017 - 2018,Urad,Kharif,20500.0,11640.0,0.57,1000,50
,,2017 - 2018,Wheat,Rabi,173600.0,499970.0,2.88,1000,50
,,2017 - 2018,Jute,Kharif,20.0,,,1000,50
,,2017 - 2018,Small millets,Kharif,900.0,940.0,1.04,1000,50
,,2017 - 2018,Mesta,Kharif,400.0,,,1000,50
,,2017 - 2018,Sunflower,Kharif,780.0,310.0,0.4,1000,50
,,2018 - 2019,Arhar/Tur,Kharif,10336.0,6129.0,0.59,1000,50
,,2018 - 2019,Bajra,Kharif,108.0,63.0,0.58,1000,50
,,2018 - 2019,Barley,Kharif,1250.0,1708.0,1.37,1000,50
,,2018 - 2019,Gram,Rabi,27882.0,38143.0,1.37,1000,50
,,2018 - 2019,Jowar,Kharif,275.0,263.0,0.96,1000,50
,,2018 - 2019,Linseed,Rabi,2003.0,1122.0,0.56,1000,50
,,2018 - 2019,Maize,Kharif,329.0,581.0,1.77,1000,50
,,2018 - 2019,Masoor,Rabi,16296.0,9419.0,0.58,1000,50
,,2018 - 2019,Moong(Green Gram),Kharif,4947.0,2295.0,0.46,1000,50
,,2018 - 2019,Other Rabi pulses,Rabi,156.0,94.0,0.6,1000,50
,,2018 - 2019,Peas & beans (Pulses),Rabi,639.0,589.0,0.92,1000,50
,,2018 - 2019,Rapeseed &Mustard,Rabi,6960.0,3731.0,0.54,1000,50
,,2018 - 2019,Rice,Kharif,230346.0,443550.0,1.93,1000,50
,,2018 - 2019,Soyabean,Kharif,1785.0,1342.0,0.75,1000,50
,,2018 - 2019,Urad,Kharif,32824.0,19366.0,0.59,1000,50
,,2018 - 2019,Wheat,Rabi,261238.0,785462.0,3.01,1000,50
,,2018 - 2019,Jute,Kharif,4.0,,,1000,50
,,2018 - 2019,Niger seed,Kharif,17.0,3.0,0.18,1000,50
,,2018 - 2019,Small millets,Kharif,182.0,98.0,0.54,1000,50
,,2019 - 2020,Arhar/Tur,Kharif,12652.0,8249.0,0.65,1000,50
,,2019 - 2020,Bajra,Kharif,49.0,23.0,0.47,1000,50
,,2019 - 2020,Barley,Rabi,807.0,1333.0,1.65,1000,50
,,2019 - 2020,Gram,Rabi,21526.0,26326.0,1.22,1000,50
,,2019 - 2020,Jowar,Kharif,2249.0,1945.0,0.86,1000,50
,,2019 - 2020,Linseed,Rabi,3286.0,3292.0,1.0,1000,50
,,2019 - 2020,Maize,Kharif,647.0,853.0,1.32,1000,50
,,2019 - 2020,Masoor,Rabi,9934.0,8617.0,0.87,1000,50
,,2019 - 2020,Moong(Green Gram),Kharif,6561.0,3043.0,0.46,1000,50
,,2019 - 2020,Other Rabi pulses,Rabi,114.0,71.0,0.62,1000,50
,,2019 - 2020,Peas & beans (Pulses),Rabi,216.0,176.0,0.81,1000,50
,,2019 - 2020,Rapeseed &Mustard,Rabi,17101.0,18042.0,1.06,1000,50
,,2019 - 2020,Rice,Kharif,251894.0,680354.66,2.7,1000,50
,,2019 - 2020,Soyabean,Kharif,1339.0,844.0,0.63,1000,50
,,2019 - 2020,Urad,Kharif,54527.0,32191.0,0.59,1000,50
,,2019 - 2020,Wheat,Rabi,334362.0,1049562.0,3.14,1000,50
,,2019 - 2020,Jute,Kharif,1.0,,,1000,50
,,2019 - 2020,Niger seed,Kharif,5.0,1.0,0.2,1000,50
,,2019 - 2020,Sesamum,Kharif,7166.0,2365.0,0.33,1000,50
,,2019 - 2020,Cotton(lint),Kharif,7.0,,,1000,50
,,2019 - 2020,Small millets,Kharif,256.0,170.0,0.66,1000,50
,,2019 - 2020,Mesta,Kharif,7.0,,,1000,50
,,2020 - 2021,Arhar/Tur,Kharif,10188.0,13805.0,1.36,1000,50
,,2020 - 2021,Bajra,Kharif,175.0,49.0,0.28,1000,50
,,2020 - 2021,Barley,Rabi,592.0,877.0,1.48,1000,50
,,2020 - 2021,Gram,Rabi,13258.0,19807.0,1.49,1000,50
,,2020 - 2021,Jowar,Kharif,1347.0,1241.0,0.92,1000,50
,,2020 - 2021,Linseed,Rabi,2077.0,1416.0,0.68,1000,50
,,2020 - 2021,Maize,Kharif,478.0,688.0,1.44,1000,50
,,2020 - 2021,Masoor,Rabi,5752.0,3503.0,0.61,1000,50
