State,District,Year,Crop,Season,Area,Production,Yield,Annual_Rainfall,Fertilizer
,,2010 - 2011,Rapeseed &Mustard,Rabi,18217.0,9960.0,0.55,1000,50
,,2010 - 2011,Rice,Kharif,5747.0,7083.0,1.23,1000,50
,,2010 - 2011,Soyabean,Kharif,325.0,187.0,0.58,1000,50
,,2010 - 2011,Urad,Kharif,5391.0,1643.0,0.3,1000,50
,,2010 - 2011,Wheat,Rabi,130273.0,260159.0,2.0,1000,50
,,2010 - 2011,Castor seed,Kharif,4454.0,2156.0,0.48,1000,50
,,2010 - 2011,Khesari,Rabi,131.0,40.0,0.31,1000,50
,,2011 - 2012,Arhar/Tur,Kharif,1408.0,545.0,0.39,1000,50
,,2011 - 2012,Bajra,Kharif,1092.0,1424.0,1.3,1000,50
,,2011 - 2012,Barley,Kharif,3164.0,9444.0,2.98,1000,50
,,2011 - 2012,Gram,Rabi,20316.0,25614.0,1.26,1000,50
,,2011 - 2012,Groundnut,Kharif,5159.0,5543.0,1.07,1000,50
,,2011 - 2012,Jowar,Kharif,1575.0,1871.0,1.19,1000,50
,,2011 - 2012,Jowar,Rabi,21.0,25.0,1.19,1000,50
,,2011 - 2012,Linseed,Rabi,19.0,18.0,0.95,1000,50
,,2011 - 2012,Maize,Kharif,1539.0,1140.0,0.74,1000,50
,,2011 - 2012,Masoor,Rabi,3300.0,1158.0,0.35,1000,50
,,2011 - 2012,Moong(Green Gram),Kharif,1263.0,217.0,0.17,1000,50
,,2011 - 2012,Other Rabi pulses,Rabi,2421.0,,0.0,1000,50
,,2011 - 2012,Other Kharif pulses,Kharif,2.0,,0.0,1000,50
,,2011 - 2012,Peas & beans (Pulses),Rabi,11143.0,5357.0,0.48,1000,50
,,2011 - 2012,Rapeseed &Mustard,Rabi,16032.0,13608.0,0.85,1000,50
,,2011 - 2012,Rice,Kharif,7383.0,8981.0,1.22,1000,50
,,2011 - 2012,Sannhamp,Kharif,7.0,11.0,1.57,1000,50
,,2011 - 2012,Soyabean,Kharif,709.0,458.0,0.65,1000,50
,,2011 - 2012,Urad,Kharif,6905.0,1297.0,0.19,1000,50
,,2011 - 2012,Wheat,Rabi,133799.0,344936.0,2.58,1000,50
,,2011 - 2012,Castor seed,Kharif,25.0,8.0,0.32,1000,50
,,2012 - 2013,Arhar/Tur,Kharif,646.0,381.0,0.59,1000,50
,,2012 - 2013,Bajra,Kharif,963.0,1661.0,1.72,1000,50
,,2012 - 2013,Barley,Kharif,3242.0,8222.0,2.54,1000,50
,,2012 - 2013,Gram,Rabi,21893.0,30745.0,1.4,1000,50
,,2012 - 2013,Groundnut,Kharif,6088.0,8493.0,1.4,1000,50
,,2012 - 2013,Jowar,Kharif,1545.0,2075.0,1.34,1000,50
,,2012 - 2013,Linseed,Rabi,46.0,31.0,0.67,1000,50
,,2012 - 2013,Maize,Kharif,1483.0,2612.0,1.76,1000,50
,,2012 - 2013,Masoor,Rabi,3387.0,2612.0,0.77,1000,50
,,2012 - 2013,Moong(Green Gram),Kharif,1434.0,544.0,0.38,1000,50
,,2012 - 2013,Other Kharif pulses,Kharif,1014.0,,0.0,1000,50
,,2012 - 2013,Peas & beans (Pulses),Rabi,14249.0,21631.0,1.52,1000,50
,,2012 - 2013,Rapeseed &Mustard,Rabi,16695.0,13074.0,0.78,1000,50
,,2012 - 2013,Rice,Kharif,8077.0,16534.0,2.05,1000,50
,,2012 - 2013,Sannhamp,Kharif,12.0,28.0,2.33,1000,50
,,2012 - 2013,Soyabean,Kharif,800.0,729.0,0.91,1000,50
,,2012 - 2013,Urad,Kharif,8615.0,2524.0,0.29,1000,50
,,2012 - 2013,Wheat,Rabi,136956.0,408540.0,2.98,1000,50
,,2012 - 2013,Small millets,Kharif,100.0,34.0,0.34,1000,50
,,2012 - 2013,Mesta,Kharif,15.0,,,1000,50
,,2012 - 2013,Khesari,Rabi,228.0,139.0,0.61,1000,50
,,2013 - 2014,Arhar/Tur,Kharif,219.0,139.0,0.63,1000,50
,,2013 - 2014,Bajra,Kharif,806.0,889.0,1.1,1000,50
,,2013 - 2014,Barley,Kharif,3434.0,12446.0,3.62,1000,50
,,2013 - 2014,Gram,Rabi,17407.0,20222.0,1.16,1000,50
,,2013 - 2014,Groundnut,Kharif,6599.0,7842.0,1.19,1000,50
,,2013 - 2014,Jowar,Kharif,1216.0,1225.0,1.01,1000,50
,,2013 - 2014,Maize,Kharif,694.0,993.0,1.43,1000,50
,,2013 - 2014,Masoor,Rabi,3178.0,2688.0,0.85,1000,50
,,2013 - 2014,Moong(Green Gram),Kharif,1232.0,489.0,0.4,1000,50
,,2013 - 2014,Peas & beans (Pulses),Rabi,20970.0,40424.0,1.93,1000,50
,,2013 - 2014,Rapeseed &Mustard,Rabi,14595.0,10726.0,0.73,1000,50
,,2013 - 2014,Rice,Kharif,12141.0,13898.0,1.14,1000,50
,,2013 - 2014,Sannhamp,Kharif,275.0,,0.0,1000,50
,,2013 - 2014,Soyabean,Kharif,1769.0,1446.0,0.82,1000,50
,,2013 - 2014,Urad,Kharif,10690.0,3181.0,0.3,1000,50
,,2013 - 2014,Wheat,Rabi,136121.0,408332.0,3.0,1000,50
,,2014 - 2015,Arhar/Tur,Kharif,7000.0,6000.0,0.86,1000,50
,,2014 - 2015,Bajra,Kharif,3000.0,5000.0,1.67,1000,50
,,2014 - 2015,Barley,Kharif,1000.0,2000.0,2.0,1000,50
,,2014 - 2015,Gram,Rabi,26000.0,29000.0,1.12,1000,50
,,2014 - 2015,Groundnut,Kharif,14000.0,20000.0,1.43,1000,50
,,2014 - 2015,Jowar,Kharif,2000.0,2000.0,1.0,1000,50
,,2014 - 2015,Maize,Kharif,13000.0,20000.0,1.54,1000,50
,,2014 - 2015,Masoor,Rabi,6000.0,3000.0,0.5,1000,50
,,2014 - 2015,Moong(Green Gram),Kharif,3000.0,2000.0,0.67,1000,50
,,2014 - 2015,Peas & beans (Pulses),Rabi,30000.0,50000.0,1.67,1000,50
,,2014 - 2015,Rapeseed &Mustard,Rabi,14000.0,12000.0,0.86,1000,50
,,2014 - 2015,Rice,Kharif,30000.0,29330.0,0.98,1000,50
,,2014 - 2015,Soyabean,Kharif,11000.0,14000.0,1.27,1000,50
,,2014 - 2015,Urad,Kharif,44000.0,22000.0,0.5,1000,50
,,2014 - 2015,Wheat,Rabi,166000.0,437000.0,2.63,1000,50
,,2015 - 2016,Arhar/Tur,Kharif,1000.0,481.0,0.48,1000,50
,,2015 - 2016,Bajra,Kharif,1000.0,2000.0,2.0,1000,50
,,2015 - 2016,Barley,Kharif,1000.0,5000.0,5.0,1000,50
,,2015 - 2016,Gram,Rabi,47000.0,55000.0,1.17,1000,50
,,2015 - 2016,Groundnut,Kharif,6000.0,6000.0,1.0,1000,50
,,2015 - 2016,Jowar,Kharif,2000.0,2000.0,1.0,1000,50
,,2015 - 2016,Maize,Kharif,1000.0,1000.0,1.0,1000,50
,,2015 - 2016,Masoor,Rabi,3000.0,4000.0,1.33,1000,50
,,2015 - 2016,Moong(Green Gram),Kharif,2000.0,221.0,0.11,1000,50
,,2015 - 2016,Peas & beans (Pulses),Rabi,32000.0,33000.0,1.03,1000,50
,,2015 - 2016,Rapeseed &Mustard,Rabi,15000.0,13000.0,0.87,1000,50
,,2015 - 2016,Rice,Kharif,14000.0,24000.0,1.71,1000,50
,,2015 - 2016,Soyabean,Kharif,9000.0,7000.0,0.78,1000,50
,,2015 - 2016,Urad,Kharif,29000.0,8000.0,0.28,1000,50
,,2015 - 2016,Wheat,Rabi,179000.0,531000.0,2.97,1000,50
,,2016 - 2017,Bajra,Kharif,5000.0,7000.0,1.4,1000,50
,,2016 - 2017,Barley,Kharif,2600.0,8000.0,3.08,1000,50
,,2016 - 2017,Gram,Rabi,40000.0,55000.0,1.38,1000,50
,,2016 - 2017,Groundnut,Kharif,12000.0,9000.0,0.75,1000,50
,,2016 - 2017,Jowar,Kharif,2000.0,2000.0,1.0,1000,50
,,2016 - 2017,Maize,Kharif,1000.0,1000.0,1.0,1000,50
,,2016 - 2017,Masoor,Rabi,3000.0,3000.0,1.0,1000,50
,,2016 - 2017,Moong(Green Gram),Kharif,6000.0,3000.0,0.5,1000,50
,,2016 - 2017,Peas & beans (Pulses),Rabi,35000.0,58000.0,1.66,1000,50
,,2016 - 2017,Rapeseed &Mustard,Rabi,12000.0,15000.0,1.25,1000,50
,,2016 - 2017,Rice,Kharif,17000.0,36660.0,2.16,1000,50
,,2016 - 2017,Soyabean,Kharif,7000.0,4000.0,0.57,1000,50
,,2016 - 2017,Urad,Kharif,35000.0,11000.0,0.31,1000,50
,,2016 - 2017,Wheat,Rabi,146000.0,494000.0,3.38,1000,50
,,2016 - 2017,Safflower,Rabi,60.0,20.0,0.33,1000,50
,,2017 - 2018,Barley,Kharif,200.0,480.0,2.4,1000,50
,,2017 - 2018,Gram,Rabi,29500.0,29530.0,1.0,1000,50
,,2017 - 2018,Groundnut,Kharif,6900.0,4870.0,0.71,1000,50
,,2017 - 2018,Jowar,Kharif,4600.0,10670.0,2.32,1000,50
,,2017 - 2018,Maize,Kharif,1300.0,2520.0,1.94,1000,50
,,2017 - 2018,Masoor,Rabi,2500.0,3070.0,1.23,1000,50
,,2017 - 2018,Moong(Green Gram),Kharif,3200.0,650.0,0.2,1000,50
,,2017 - 2018,Rapeseed &Mustard,Rabi,16450.0,15220.0,0.93,1000,50
,,2017 - 2018,Rice,Kharif,16600.0,30180.0,1.82,1000,50
,,2017 - 2018,Soyabean,Kharif,6700.0,5720.0,0.85,1000,50
,,2017 - 2018,Urad,Kharif,33750.0,5060.0,0.15,1000,50
,,2017 - 2018,Wheat,Rabi,120800.0,399000.0,3.3,1000,50
,,2018 - 2019,Arhar/Tur,Kharif,66.0,47.0,0.71,1000,50
,,2018 - 2019,Bajra,Kharif,1983.0,3302.0,1.67,1000,50
,,2018 - 2019,Barley,Kharif,318.0,1005.0,3.16,1000,50
,,2018 - 2019,Gram,Rabi,5474.0,11353.0,2.07,1000,50
,,2018 - 2019,Groundnut,Kharif,10930.0,13870.0,1.27,1000,50
,,2018 - 2019,Jowar,Kharif,1411.0,2183.0,1.55,1000,50
,,2018 - 2019,Maize,Kharif,97.0,200.0,2.06,1000,50
,,2018 - 2019,Masoor,Rabi,371.0,322.0,0.87,1000,50
,,2018 - 2019,Moong(Green Gram),Kharif,8890.0,3776.0,0.42,1000,50
,,2018 - 2019,Peas & beans (Pulses),Rabi,2878.0,5548.0,1.93,1000,50
,,2018 - 2019,Rapeseed &Mustard,Rabi,13998.0,8077.0,0.58,1000,50
,,2018 - 2019,Rice,Kharif,44552.0,61147.33,1.37,1000,50
,,2018 - 2019,Soyabean,Kharif,451.0,346.0,0.77,1000,50
,,2018 - 2019,Urad,Kharif,98474.0,33777.0,0.34,1000,50
,,2018 - 2019,Wheat,Rabi,185315.0,614412.0,3.32,1000,50
,,2018 - 2019,Jute,Kharif,13.0,,,1000,50
,,2018 - 2019,Cotton(lint),Kharif,1.0,,,1000,50
,,2019 - 2020,Arhar/Tur,Kharif,5.0,4.0,0.8,1000,50
,,2019 - 2020,Bajra,Kharif,2610.0,3485.0,1.34,1000,50
,,2019 - 2020,Barley,Rabi,284.0,959.0,3.38,1000,50
,,2019 - 2020,Gram,Rabi,4251.0,9752.0,2.29,1000,50
,,2019 - 2020,Groundnut,Kharif,9539.0,15073.0,1.58,1000,50
,,2019 - 2020,Jowar,Kharif,1331.0,1744.0,1.31,1000,50
,,2019 - 2020,Maize,Kharif,45.0,79.0,1.76,1000,50
,,2019 - 2020,Masoor,Rabi,107.0,93.0,0.87,1000,50
,,2019 - 2020,Moong(Green Gram),Kharif,692.0,255.0,0.37,1000,50
,,2019 - 2020,Peas & beans (Pulses),Rabi,3769.0,7266.0,1.93,1000,50
,,2019 - 2020,Rapeseed &Mustard,Rabi,11935.0,15838.0,1.33,1000,50
,,2019 - 2020,Rice,Kharif,65110.0,96966.66,1.49,1000,50
,,2019 - 2020,Soyabean,Kharif,119.0,92.0,0.77,1000,50
,,2019 - 2020,Urad,Kharif,91072.0,27102.0,0.3,1000,50
,,2019 - 2020,Wheat,Rabi,191215.0,651661.0,3.41,1000,50
,,2019 - 2020,Sesamum,Kharif,23853.0,21587.0,0.91,1000,50
,,2019 - 2020,Mesta,Kharif,2.0,,,1000,50
,,2020 - 2021,Arhar/Tur,Kharif,22.0,17.0,0.77,1000,50
,,2020 - 2021,Bajra,Kharif,4788.0,8810.0,1.84,1000,50
,,2020 - 2021,Barley,Rabi,327.0,533.0,1.63,1000,50
,,2020 - 2021,Gram,Rabi,9968.0,13657.0,1.37,1000,50
,,2020 - 2021,Groundnut,Kharif,19844.0,33417.0,1.68,1000,50
,,2020 - 2021,Jowar,Kharif,4365.0,5762.0,1.32,1000,50
,,2020 - 2021,Maize,Kharif,33.0,60.0,1.82,1000,50
,,2020 - 2021,Masoor,Rabi,212.0,223.0,1.05,1000,50
,,2020 - 2021,Moong(Green Gram),Kharif,542.0,114.0,0.21,1000,50
,,2020 - 2021,Peas & beans (Pulses),Rabi,9628.0,11554.0,1.2,1000,50
,,2020 - 2021,Rapeseed &Mustard,Rabi,12127.0,13813.0,1.14,1000,50
,,2020 - 2021,Rice,Kharif,74624.0,131338.0,1.76,1000,50
,,2020 - 2021,Soyabean,Kharif,280.0,188.0,0.67,1000,50
,,2020 - 2021,Urad,Kharif,62860.0,17601.0,0.28,1000,50
,,2020 - 2021,Wheat,Rabi,180979.0,611709.0,3.38,1000,50
,,2020 - 2021,Sesamum,Kharif,36910.0,15502.0,0.42,1000,50
,,2021 - 2022,Bajra,Kharif,3204.0,3063.0,0.96,1000,50
,,2021 - 2022,Barley,Rabi,102.0,253.0,2.48,1000,50
,,2021 - 2022,Gram,Rabi,12453.0,21668.0,1.74,1000,50
,,2021 - 2022,Groundnut,Kharif,40793.0,76772.0,1.88,1000,50
,,2021 - 2022,Jowar,Kharif,3346.0,4417.0,1.32,1000,50
,,2021 - 2022,Maize,Kharif,16.0,37.0,2.31,1000,50
,,2021 - 2022,Masoor,Rabi,455.0,370.0,0.81,1000,50
,,2021 - 2022,Moong(Green Gram),Kharif,157.0,54.0,0.34,1000,50
,,2021 - 2022,Peas & beans (Pulses),Rabi,20032.0,16466.0,0.82,1000,50
,,2021 - 2022,Rapeseed &Mustard,Rabi,28497.0,22256.0,0.78,1000,50
,,2021 - 2022,Rice,Kharif,79564.0,124119.33,1.56,1000,50
,,2021 - 2022,Soyabean,Kharif,42.0,26.0,0.62,1000,50
,,2021 - 2022,Urad,Kharif,34279.0,9598.0,0.28,1000,50
,,2021 - 2022,Wheat,Rabi,146077.0,527922.0,3.61,1000,50
,,2021 - 2022,Sesamum,Kharif,12985.0,7921.0,0.61,1000,50
,,2021 - 2022,Cotton(lint),Kharif,1.0,,,1000,50
,,2022 - 2023,Bajra,Kharif,4774.0,5423.0,1.14,1000,50
,,2022 - 2023,Barley,Rabi,220.0,407.0,1.85,1000,50
,,2022 - 2023,Gram,Rabi,16390.0,26863.0,1.64,1000,50
,,2022 - 2023,Groundnut,Kharif,38237.0,98232.0,2.57,1000,50
,,2022 - 2023,Jowar,Kharif,3489.0,4571.0,1.31,1000,50
,,2022 - 2023,Linseed,Rabi,1.0,0.0,0.0,1000,50
,,2022 - 2023,Masoor,Rabi,800.0,491.0,0.61,1000,50
,,2022 - 2023,Moong(Green Gram),Kharif,443.0,164.0,0.37,1000,50
,,2022 - 2023,Peas & beans (Pulses),Rabi,16106.0,25609.0,1.59,1000,50
,,2022 - 2023,Rapeseed &Mustard,Rabi,29017.0,32789.0,1.13,1000,50
,,2022 - 2023,Rice,Kharif,86457.0,213549.0,2.47,1000,50
,,2022 - 2023,Soyabean,Kharif,119.0,85.0,0.71,1000,50
,,2022 - 2023,Urad,Kharif,31580.0,10421.0,0.33,1000,50
,,2022 - 2023,Wheat,Rabi,147578.0,534232.0,3.62,1000,50
,,2022 - 2023,Sesamum,Kharif,21681.0,12683.0,0.58,1000,50
,15. Dewas,1997 - 1998,Arhar/Tur,Kharif,10100.0,5200.0,0.51,1000,50
,15. Dewas,1997 - 1998,Bajra,Kharif,100.0,100.0,1.0,1000,50
,15. Dewas,1997 - 1998,Barley,Rabi,100.0,100.0,1.0,1000,50
,15. Dewas,1997 - 1998,Groundnut,Kharif,500.0,500.0,1.0,1000,50
,15. Dewas,1997 - 1998,Jowar,Kharif,25500.0,26100.0,1.02,1000,50
,15. Dewas,1997 - 1998,Jowar,Rabi,100.0,100.0,1.0,1000,50
,15. Dewas,1997 - 1998,Linseed,Rabi,2900.0,1600.0,0.55,1000,50
,15. Dewas,1997 - 1998,Maize,Kharif,7600.0,7100.0,0.93,1000,50
,15. Dewas,1997 - 1998,Rapeseed &Mustard,Rabi,500.0,400.0,0.8,1000,50
,15. Dewas,1997 - 1998,Soyabean,Kharif,240400.0,346800.0,1.44,1000,50
,15. Dewas,1997 - 1998,Wheat,Rabi,108900.0,235300.0,2.16,1000,50
,15. Dewas,1997 - 1998,Sesamum,Kharif,3000.0,900.0,0.3,1000,50
,15. Dewas,1997 - 1998,Cotton(lint),Kharif,35400.0,,,1000,50
,,1998 - 1999,Arhar/Tur,Kharif,9800.0,6700.0,0.68,1000,50
,,1998 - 1999,Bajra,Kharif,100.0,,0.0,1000,50
,,1998 - 1999,Gram,Rabi,90900.0,97000.0,1.07,1000,50
,,1998 - 1999,Groundnut,Kharif,400.0,500.0,1.25,1000,50
,,1998 - 1999,Jowar,Kharif,21500.0,31400.0,1.46,1000,50
,,1998 - 1999,Jowar,Rabi,100.0,100.0,1.0,1000,50
,,1998 - 1999,Linseed,Rabi,1900.0,1100.0,0.58,1000,50
,,1998 - 1999,Maize,Kharif,7700.0,8300.0,1.08,1000,50
,,1998 - 1999,Rapeseed &Mustard,Rabi,500.0,400.0,0.8,1000,50
,,1998 - 1999,Rice,Kharif,800.0,400.0,0.5,1000,50
,,1998 - 1999,Soyabean,Kharif,257000.0,320500.0,1.25,1000,50
,,1998 - 1999,Wheat,Rabi,114200.0,267700.0,2.34,1000,50
,,1998 - 1999,Sesamum,Kharif,900.0,300.0,0.33,1000,50
,,1998 - 1999,Cotton(lint),Kharif,29900.0,,,1000,50
,,1999 - 2000,Arhar/Tur,Kharif,8870.0,5951.0,0.67,1000,50
,,1999 - 2000,Bajra,Kharif,13.0,9.0,0.69,1000,50
,,1999 - 2000,Barley,Rabi,48.0,73.0,1.52,1000,50
,,1999 - 2000,Gram,Rabi,92672.0,100780.0,1.09,1000,50
,,1999 - 2000,Groundnut,Kharif,383.0,376.0,0.98,1000,50
,,1999 - 2000,Jowar,Kharif,18186.0,14258.0,0.78,1000,50
,,1999 - 2000,Jowar,Rabi,50.0,92.0,1.84,1000,50
,,1999 - 2000,Linseed,Rabi,1435.0,906.0,0.63,1000,50
,,1999 - 2000,Maize,Kharif,8955.0,11454.0,1.28,1000,50
,,1999 - 2000,Other Rabi pulses,Rabi,3771.0,2005.0,0.53,1000,50
,,1999 - 2000,Other Kharif pulses,Kharif,389.0,132.0,0.34,1000,50
,,1999 - 2000,Rapeseed &Mustard,Rabi,425.0,348.0,0.82,1000,50
,,1999 - 2000,Rice,Kharif,815.0,607.0,0.74,1000,50
,,1999 - 2000,Soyabean,Kharif,267945.0,307333.0,1.15,1000,50
,,1999 - 2000,Urad,Kharif,185.0,55.0,0.3,1000,50
,,1999 - 2000,Wheat,Rabi,120104.0,282260.0,2.35,1000,50
,,1999 - 2000,Sesamum,Kharif,999.0,307.0,0.31,1000,50
,,1999 - 2000,Cotton(lint),Kharif,26641.0,,,1000,50
,,1999 - 2000,Ginger,Kharif,174.0,154.0,0.89,1000,50
,,1999 - 2000,Sunflower,Kharif,10.0,3.0,0.3,1000,50
,,1999 - 2000,Safflower,Rabi,23.0,8.0,0.35,1000,50
,,2000 - 2001,Arhar/Tur,Kharif,8993.0,5362.0,0.6,1000,50
,,2000 - 2001,Bajra,Kharif,63.0,50.0,0.79,1000,50
,,2000 - 2001,Barley,Rabi,34.0,54.0,1.59,1000,50
,,2000 - 2001,Gram,Rabi,26104.0,22907.0,0.88,1000,50
,,2000 - 2001,Groundnut,Kharif,378.0,380.0,1.01,1000,50
,,2000 - 2001,Jowar,Kharif,15479.0,16563.0,1.07,1000,50
,,2000 - 2001,Jowar,Rabi,24.0,47.0,1.96,1000,50
,,2000 - 2001,Linseed,Rabi,243.0,145.0,0.6,1000,50
,,2000 - 2001,Maize,Kharif,12514.0,18880.0,1.51,1000,50
,,2000 - 2001,Other Rabi pulses,Rabi,1297.0,507.0,0.39,1000,50
,,2000 - 2001,Other Kharif pulses,Kharif,251.0,55.0,0.22,1000,50
,,2000 - 2001,Rapeseed &Mustard,Rabi,84.0,52.0,0.62,1000,50
,,2000 - 2001,Rice,Kharif,787.0,370.0,0.47,1000,50
,,2000 - 2001,Soyabean,Kharif,274185.0,276927.0,1.01,1000,50
,,2000 - 2001,Wheat,Rabi,43307.0,68484.0,1.58,1000,50
,,2000 - 2001,Castor seed,Kharif,11.0,2.0,0.18,1000,50
,,2000 - 2001,Sesamum,Kharif,919.0,340.0,0.37,1000,50
,,2000 - 2001,Cotton(lint),Kharif,24097.0,,,1000,50
,,2000 - 2001,Small millets,Kharif,14.0,4.0,0.29,1000,50
,,2000 - 2001,Ginger,Kharif,130.0,108.0,0.83,1000,50
,,2000 - 2001,Sunflower,Kharif,34.0,10.0,0.29,1000,50
,,2001 - 2002,Arhar/Tur,Kharif,10060.0,7097.0,0.71,1000,50
,,2001 - 2002,Bajra,Kharif,59.0,47.0,0.8,1000,50
,,2001 - 2002,Barley,Rabi,32.0,50.0,1.56,1000,50
,,2001 - 2002,Gram,Rabi,76877.0,80611.0,1.05,1000,50
,,2001 - 2002,Groundnut,Kharif,439.0,611.0,1.39,1000,50
,,2001 - 2002,Jowar,Kharif,16749.0,20920.0,1.25,1000,50
,,2001 - 2002,Jowar,Rabi,15.0,24.0,1.6,1000,50
,,2001 - 2002,Linseed,Rabi,412.0,262.0,0.64,1000,50
,,2001 - 2002,Maize,Kharif,13072.0,23917.0,1.83,1000,50
,,2001 - 2002,Other Rabi pulses,Rabi,2205.0,937.0,0.42,1000,50
,,2001 - 2002,Other Kharif pulses,Kharif,156.0,52.0,0.33,1000,50
,,2001 - 2002,Rapeseed &Mustard,Rabi,327.0,232.0,0.71,1000,50
,,2001 - 2002,Rice,Kharif,822.0,528.0,0.64,1000,50
,,2001 - 2002,Soyabean,Kharif,270396.0,313659.0,1.16,1000,50
,,2001 - 2002,Wheat,Rabi,73348.0,146254.0,1.99,1000,50
,,2001 - 2002,Castor seed,Kharif,2.0,1.0,0.5,1000,50
,,2001 - 2002,Sesamum,Kharif,971.0,403.0,0.42,1000,50
,,2001 - 2002,Cotton(lint),Kharif,28282.0,,,1000,50
,,2001 - 2002,Small millets,Kharif,77.0,12.0,0.16,1000,50
,,2001 - 2002,Ginger,Kharif,121.0,101.0,0.83,1000,50
,,2001 - 2002,Sunflower,Kharif,14.0,3.0,0.21,1000,50
,,2002 - 2003,Arhar/Tur,Kharif,7584.0,3866.0,0.51,1000,50
,,2002 - 2003,Bajra,Kharif,51.0,33.0,0.65,1000,50
,,2002 - 2003,Barley,Rabi,30.0,54.0,1.8,1000,50
,,2002 - 2003,Gram,Rabi,56511.0,61347.0,1.09,1000,50
,,2002 - 2003,Groundnut,Kharif,387.0,347.0,0.9,1000,50
,,2002 - 2003,Jowar,Kharif,18096.0,24611.0,1.36,1000,50
,,2002 - 2003,Linseed,Rabi,195.0,136.0,0.7,1000,50
,,2002 - 2003,Maize,Kharif,15311.0,26667.0,1.74,1000,50
,,2002 - 2003,Other Rabi pulses,Rabi,2194.0,1002.0,0.46,1000,50
,,2002 - 2003,Other Kharif pulses,Kharif,249.0,74.0,0.3,1000,50
,,2002 - 2003,Rapeseed &Mustard,Rabi,92.0,75.0,0.82,1000,50
,,2002 - 2003,Rice,Kharif,843.0,439.0,0.52,1000,50
,,2002 - 2003,Soyabean,Kharif,268745.0,266595.0,0.99,1000,50
,,2002 - 2003,Wheat,Rabi,66389.0,122072.0,1.84,1000,50
,,2002 - 2003,Castor seed,Kharif,4.0,1.0,0.25,1000,50
,,2002 - 2003,Sesamum,Kharif,983.0,462.0,0.47,1000,50
,,2002 - 2003,Cotton(lint),Kharif,32784.0,,,1000,50
,,2002 - 2003,Small millets,Kharif,13.0,3.0,0.23,1000,50
,,2002 - 2003,Ginger,Kharif,100.0,83.0,0.83,1000,50
,,2002 - 2003,Sunflower,Kharif,18.0,5.0,0.28,1000,50
,,2003 - 2004,Arhar/Tur,Kharif,10079.0,6249.0,0.62,1000,50
,,2003 - 2004,Bajra,Kharif,49.0,46.0,0.94,1000,50
,,2003 - 2004,Barley,Rabi,35.0,61.0,1.74,1000,50
,,2003 - 2004,Gram,Rabi,79891.0,83746.0,1.05,1000,50
,,2003 - 2004,Groundnut,Kharif,600.0,633.0,1.06,1000,50
,,2003 - 2004,Jowar,Kharif,20787.0,34382.0,1.65,1000,50
,,2003 - 2004,Linseed,Rabi,193.0,142.0,0.74,1000,50
,,2003 - 2004,Maize,Kharif,14391.0,23429.0,1.63,1000,50
,,2003 - 2004,Other Rabi pulses,Rabi,2744.0,1270.0,0.46,1000,50
,,2003 - 2004,Other Kharif pulses,Kharif,174.0,49.0,0.28,1000,50
,,2003 - 2004,Rapeseed &Mustard,Rabi,135.0,120.0,0.89,1000,50
,,2003 - 2004,Rice,Kharif,765.0,523.0,0.68,1000,50
,,2003 - 2004,Soyabean,Kharif,271095.0,384142.0,1.42,1000,50
,,2003 - 2004,Urad,Kharif,124.0,33.0,0.27,1000,50
,,2003 - 2004,Urad,Rabi,6.0,1.0,0.17,1000,50
,,2003 - 2004,Wheat,Rabi,99393.0,218840.0,2.2,1000,50
,,2003 - 2004,Sesamum,Kharif,1004.0,536.0,0.53,1000,50
,,2003 - 2004,Cotton(lint),Kharif,31201.0,,,1000,50
,,2003 - 2004,Small millets,Kharif,5.0,1.0,0.2,1000,50
,,2003 - 2004,Ginger,Kharif,194.0,188.0,0.97,1000,50
,,2003 - 2004,Sunflower,Kharif,16.0,5.0,0.31,1000,50
,,2003 - 2004,Safflower,Rabi,12.0,4.0,0.33,1000,50
,,2004 - 2005,Arhar/Tur,Kharif,8977.0,4753.0,0.53,1000,50
,,2004 - 2005,Bajra,Kharif,37.0,37.0,1.0,1000,50
,,2004 - 2005,Barley,Rabi,50.0,79.0,1.58,1000,50
,,2004 - 2005,Gram,Rabi,83215.0,92187.0,1.11,1000,50
,,2004 - 2005,Groundnut,Kharif,603.0,863.0,1.43,1000,50
,,2004 - 2005,Jowar,Kharif,17811.0,17152.0,0.96,1000,50
,,2004 - 2005,Linseed,Rabi,201.0,156.0,0.78,1000,50
,,2004 - 2005,Maize,Kharif,16479.0,18116.0,1.1,1000,50
,,2004 - 2005,Masoor,Rabi,266.0,146.0,0.55,1000,50
,,2004 - 2005,Rapeseed &Mustard,Rabi,41.0,42.0,1.02,1000,50
,,2004 - 2005,Rice,Kharif,685.0,413.0,0.6,1000,50
,,2004 - 2005,Soyabean,Kharif,274218.0,287106.0,1.05,1000,50
,,2004 - 2005,Urad,Kharif,89.0,26.0,0.29,1000,50
,,2004 - 2005,Urad,Rabi,7.0,2.0,0.29,1000,50
,,2004 - 2005,Wheat,Rabi,102110.0,225355.0,2.21,1000,50
,,2004 - 2005,Sesamum,Kharif,370.0,217.0,0.59,1000,50
,,2004 - 2005,Cotton(lint),Kharif,32635.0,,,1000,50
,,2004 - 2005,Ginger,Kharif,70.0,60.0,0.86,1000,50
,,2004 - 2005,Sunflower,Kharif,18.0,4.0,0.22,1000,50
,,2004 - 2005,Safflower,Rabi,327.0,109.0,0.33,1000,50
